A1R019TURAPFDS,AJCHGS1GND4OA,0.01,1364860800,1395187200,B0002F73YY
A1R019TURAPFDS,A5I7XOLQRH9YE,0.01,1364860800,1384387200,B0002F73YY
A32BCTL0HLOXRV,AJCHGS1GND4OA,1.0,1325635200,1395187200,B0002F73YY
A32BCTL0HLOXRV,A1R019TURAPFDS,1.0,1325635200,1364860800,B0002F73YY
A32BCTL0HLOXRV,A5I7XOLQRH9YE,1.0,1325635200,1384387200,B0002F73YY
A32BCTL0HLOXRV,A3CUYX2VXZM9KO,1.0,1325635200,1354579200,B0002F73YY
A5I7XOLQRH9YE,AJCHGS1GND4OA,0.01,1384387200,1395187200,B0002F73YY
A3KZ3Y88P6CAMA,AJCHGS1GND4OA,1.0,1311638400,1395187200,B0002F73YY
A3KZ3Y88P6CAMA,A1R019TURAPFDS,1.0,1311638400,1364860800,B0002F73YY
A3KZ3Y88P6CAMA,A32BCTL0HLOXRV,1.0,1311638400,1325635200,B0002F73YY
A3KZ3Y88P6CAMA,A5I7XOLQRH9YE,1.0,1311638400,1384387200,B0002F73YY
A3KZ3Y88P6CAMA,A3CUYX2VXZM9KO,1.0,1311638400,1354579200,B0002F73YY
A3CUYX2VXZM9KO,AJCHGS1GND4OA,0.01,1354579200,1395187200,B0002F73YY
A3CUYX2VXZM9KO,A1R019TURAPFDS,0.01,1354579200,1364860800,B0002F73YY
A3CUYX2VXZM9KO,A5I7XOLQRH9YE,0.01,1354579200,1384387200,B0002F73YY
A2F42NSN3HKRCU,AJCHGS1GND4OA,0.5,1268524800,1395187200,B0002F73YY
A2F42NSN3HKRCU,A1R019TURAPFDS,0.5,1268524800,1364860800,B0002F73YY
A2F42NSN3HKRCU,A32BCTL0HLOXRV,0.5,1268524800,1325635200,B0002F73YY
A2F42NSN3HKRCU,A5I7XOLQRH9YE,0.5,1268524800,1384387200,B0002F73YY
A2F42NSN3HKRCU,A3KZ3Y88P6CAMA,0.5,1268524800,1311638400,B0002F73YY
A2F42NSN3HKRCU,A3CUYX2VXZM9KO,0.5,1268524800,1354579200,B0002F73YY
A3SMT15X2QVUR8,AJCHGS1GND4OA,0.9545454545454546,1101686400,1395187200,B0002F73YY
A3SMT15X2QVUR8,A1R019TURAPFDS,0.9545454545454546,1101686400,1364860800,B0002F73YY
A3SMT15X2QVUR8,A32BCTL0HLOXRV,0.9545454545454546,1101686400,1325635200,B0002F73YY
A3SMT15X2QVUR8,A5I7XOLQRH9YE,0.9545454545454546,1101686400,1384387200,B0002F73YY
A3SMT15X2QVUR8,A3KZ3Y88P6CAMA,0.9545454545454546,1101686400,1311638400,B0002F73YY
A3SMT15X2QVUR8,A3CUYX2VXZM9KO,0.9545454545454546,1101686400,1354579200,B0002F73YY
A3SMT15X2QVUR8,A2F42NSN3HKRCU,0.9545454545454546,1101686400,1268524800,B0002F73YY
