A3RBEESTJUZQ6D,A2XKROL6XBFHT3,0.7,1383955200,1386806400,B0052S3WFU
A3RBEESTJUZQ6D,A28FADP9FITQVK,0.7,1383955200,1388966400,B0052S3WFU
A3RBEESTJUZQ6D,A22T4H0CPT6UJP,0.7,1383955200,1397779200,B0052S3WFU
A3AOPVQ7EZHTWA,A3RBEESTJUZQ6D,1.0,1347494400,1383955200,B0052S3WFU
A3AOPVQ7EZHTWA,AKHWZ3S1UVZAO,1.0,1347494400,1380931200,B0052S3WFU
A3AOPVQ7EZHTWA,A2E2KYE92LF0T7,1.0,1347494400,1367452800,B0052S3WFU
A3AOPVQ7EZHTWA,A2XKROL6XBFHT3,1.0,1347494400,1386806400,B0052S3WFU
A3AOPVQ7EZHTWA,A28FADP9FITQVK,1.0,1347494400,1388966400,B0052S3WFU
A3AOPVQ7EZHTWA,A22T4H0CPT6UJP,1.0,1347494400,1397779200,B0052S3WFU
AKHWZ3S1UVZAO,A3RBEESTJUZQ6D,0.01,1380931200,1383955200,B0052S3WFU
AKHWZ3S1UVZAO,A2XKROL6XBFHT3,0.01,1380931200,1386806400,B0052S3WFU
AKHWZ3S1UVZAO,A28FADP9FITQVK,0.01,1380931200,1388966400,B0052S3WFU
AKHWZ3S1UVZAO,A22T4H0CPT6UJP,0.01,1380931200,1397779200,B0052S3WFU
A2E2KYE92LF0T7,A3RBEESTJUZQ6D,0.01,1367452800,1383955200,B0052S3WFU
A2E2KYE92LF0T7,AKHWZ3S1UVZAO,0.01,1367452800,1380931200,B0052S3WFU
A2E2KYE92LF0T7,A2XKROL6XBFHT3,0.01,1367452800,1386806400,B0052S3WFU
A2E2KYE92LF0T7,A28FADP9FITQVK,0.01,1367452800,1388966400,B0052S3WFU
A2E2KYE92LF0T7,A22T4H0CPT6UJP,0.01,1367452800,1397779200,B0052S3WFU
A2XKROL6XBFHT3,A28FADP9FITQVK,0.7,1386806400,1388966400,B0052S3WFU
A2XKROL6XBFHT3,A22T4H0CPT6UJP,0.7,1386806400,1397779200,B0052S3WFU
A28FADP9FITQVK,A22T4H0CPT6UJP,0.01,1388966400,1397779200,B0052S3WFU
