AJCHGS1GND4OA,A3MONHA5DCPPLZ,1.0,1369180800,1405296000,B000H2BC4E
AJCHGS1GND4OA,AQG6AQXC703WD,1.0,1369180800,1395532800,B000H2BC4E
AJCHGS1GND4OA,A2WT46GVYE1ZDD,1.0,1369180800,1379894400,B000H2BC4E
A3UJUX6RZ9WVCB,A3MONHA5DCPPLZ,0.01,1359590400,1405296000,B000H2BC4E
A3UJUX6RZ9WVCB,AJCHGS1GND4OA,0.01,1359590400,1369180800,B000H2BC4E
A3UJUX6RZ9WVCB,AQG6AQXC703WD,0.01,1359590400,1395532800,B000H2BC4E
A3UJUX6RZ9WVCB,A2WT46GVYE1ZDD,0.01,1359590400,1379894400,B000H2BC4E
AQG6AQXC703WD,A3MONHA5DCPPLZ,0.01,1395532800,1405296000,B000H2BC4E
A2WT46GVYE1ZDD,A3MONHA5DCPPLZ,0.01,1379894400,1405296000,B000H2BC4E
A2WT46GVYE1ZDD,AQG6AQXC703WD,0.01,1379894400,1395532800,B000H2BC4E
A1P11QY9RR3IA7,A3MONHA5DCPPLZ,0.01,1353888000,1405296000,B000H2BC4E
A1P11QY9RR3IA7,AJCHGS1GND4OA,0.01,1353888000,1369180800,B000H2BC4E
A1P11QY9RR3IA7,A3UJUX6RZ9WVCB,0.01,1353888000,1359590400,B000H2BC4E
A1P11QY9RR3IA7,AQG6AQXC703WD,0.01,1353888000,1395532800,B000H2BC4E
A1P11QY9RR3IA7,A2WT46GVYE1ZDD,0.01,1353888000,1379894400,B000H2BC4E
