A3RZNH3OPW1XMB,A1N50A9TCGTTLZ,0.01,12009600,000171287X
A3RZNH3OPW1XMB,A2GLWCPW4DI9DX,0.01,5529600,000171287X
AZGXZ2UUK6X,A3RZNH3OPW1XMB,0.3333333333333333,314323200,000171287X
AZGXZ2UUK6X,A1Z54EM24Y40LL,0.3333333333333333,47001600,000171287X
AZGXZ2UUK6X,A179R0UL62Q36Z,0.3333333333333333,284601600,000171287X
AZGXZ2UUK6X,A2I6MHMAZZDCRX,0.3333333333333333,269222400,000171287X
AZGXZ2UUK6X,A1N50A9TCGTTLZ,0.3333333333333333,326332800,000171287X
AZGXZ2UUK6X,AEVXRGD91MH5U,0.3333333333333333,310780800,000171287X
AZGXZ2UUK6X,A1PWJRR0T57SLB,0.3333333333333333,314064000,000171287X
AZGXZ2UUK6X,A28ZDOL8WQ5OYW,0.3333333333333333,161913600,000171287X
AZGXZ2UUK6X,A3SRPFVPZQV05X,0.3333333333333333,33782400,000171287X
AZGXZ2UUK6X,A2GLWCPW4DI9DX,0.3333333333333333,319852800,000171287X
A2K28JHMIY3XKZ,A3RZNH3OPW1XMB,1.0,373507200,000171287X
A2K28JHMIY3XKZ,AZGXZ2UUK6X,1.0,59184000,000171287X
A2K28JHMIY3XKZ,A1Z54EM24Y40LL,1.0,106185600,000171287X
A2K28JHMIY3XKZ,A179R0UL62Q36Z,1.0,343785600,000171287X
A2K28JHMIY3XKZ,A2I6MHMAZZDCRX,1.0,328406400,000171287X
A2K28JHMIY3XKZ,A1N50A9TCGTTLZ,1.0,385516800,000171287X
A2K28JHMIY3XKZ,AEVXRGD91MH5U,1.0,369964800,000171287X
A2K28JHMIY3XKZ,A1PWJRR0T57SLB,1.0,373248000,000171287X
A2K28JHMIY3XKZ,A28ZDOL8WQ5OYW,1.0,221097600,000171287X
A2K28JHMIY3XKZ,A3SRPFVPZQV05X,1.0,92966400,000171287X
A2K28JHMIY3XKZ,A2GLWCPW4DI9DX,1.0,379036800,000171287X
A1Z54EM24Y40LL,A3RZNH3OPW1XMB,0.01,267321600,000171287X
A1Z54EM24Y40LL,A179R0UL62Q36Z,0.01,237600000,000171287X
A1Z54EM24Y40LL,A2I6MHMAZZDCRX,0.01,222220800,000171287X
A1Z54EM24Y40LL,A1N50A9TCGTTLZ,0.01,279331200,000171287X
A1Z54EM24Y40LL,AEVXRGD91MH5U,0.01,263779200,000171287X
A1Z54EM24Y40LL,A1PWJRR0T57SLB,0.01,267062400,000171287X
A1Z54EM24Y40LL,A28ZDOL8WQ5OYW,0.01,114912000,000171287X
A1Z54EM24Y40LL,A2GLWCPW4DI9DX,0.01,272851200,000171287X
A179R0UL62Q36Z,A3RZNH3OPW1XMB,0.01,29721600,000171287X
A179R0UL62Q36Z,A1N50A9TCGTTLZ,0.01,41731200,000171287X
A179R0UL62Q36Z,AEVXRGD91MH5U,0.01,26179200,000171287X
A179R0UL62Q36Z,A1PWJRR0T57SLB,0.01,29462400,000171287X
A179R0UL62Q36Z,A2GLWCPW4DI9DX,0.01,35251200,000171287X
A2I6MHMAZZDCRX,A3RZNH3OPW1XMB,1.0,45100800,000171287X
A2I6MHMAZZDCRX,A179R0UL62Q36Z,1.0,15379200,000171287X
A2I6MHMAZZDCRX,A1N50A9TCGTTLZ,1.0,57110400,000171287X
A2I6MHMAZZDCRX,AEVXRGD91MH5U,1.0,41558400,000171287X
A2I6MHMAZZDCRX,A1PWJRR0T57SLB,1.0,44841600,000171287X
A2I6MHMAZZDCRX,A2GLWCPW4DI9DX,1.0,50630400,000171287X
AEVXRGD91MH5U,A3RZNH3OPW1XMB,0.01,3542400,000171287X
AEVXRGD91MH5U,A1N50A9TCGTTLZ,0.01,15552000,000171287X
AEVXRGD91MH5U,A1PWJRR0T57SLB,0.01,3283200,000171287X
AEVXRGD91MH5U,A2GLWCPW4DI9DX,0.01,9072000,000171287X
A1PWJRR0T57SLB,A3RZNH3OPW1XMB,0.01,259200,000171287X
A1PWJRR0T57SLB,A1N50A9TCGTTLZ,0.01,12268800,000171287X
A1PWJRR0T57SLB,A2GLWCPW4DI9DX,0.01,5788800,000171287X
A28ZDOL8WQ5OYW,A3RZNH3OPW1XMB,0.01,152409600,000171287X
A28ZDOL8WQ5OYW,A179R0UL62Q36Z,0.01,122688000,000171287X
A28ZDOL8WQ5OYW,A2I6MHMAZZDCRX,0.01,107308800,000171287X
A28ZDOL8WQ5OYW,A1N50A9TCGTTLZ,0.01,164419200,000171287X
A28ZDOL8WQ5OYW,AEVXRGD91MH5U,0.01,148867200,000171287X
A28ZDOL8WQ5OYW,A1PWJRR0T57SLB,0.01,152150400,000171287X
A28ZDOL8WQ5OYW,A2GLWCPW4DI9DX,0.01,157939200,000171287X
A3SRPFVPZQV05X,A3RZNH3OPW1XMB,0.01,280540800,000171287X
A3SRPFVPZQV05X,A1Z54EM24Y40LL,0.01,13219200,000171287X
A3SRPFVPZQV05X,A179R0UL62Q36Z,0.01,250819200,000171287X
A3SRPFVPZQV05X,A2I6MHMAZZDCRX,0.01,235440000,000171287X
A3SRPFVPZQV05X,A1N50A9TCGTTLZ,0.01,292550400,000171287X
A3SRPFVPZQV05X,AEVXRGD91MH5U,0.01,276998400,000171287X
A3SRPFVPZQV05X,A1PWJRR0T57SLB,0.01,280281600,000171287X
A3SRPFVPZQV05X,A28ZDOL8WQ5OYW,0.01,128131200,000171287X
A3SRPFVPZQV05X,A2GLWCPW4DI9DX,0.01,286070400,000171287X
A2GLWCPW4DI9DX,A1N50A9TCGTTLZ,0.01,6480000,000171287X
