A2O5324OEFHB24,AQWHKPI0OPKCJ,1.0,69120000,0001473727
A2O5324OEFHB24,A1NLFG9FFV4WTV,1.0,69724800,0001473727
A2O5324OEFHB24,AVL5UOMC6OFR5,1.0,37497600,0001473727
A2O5324OEFHB24,AEM3C9EIS05DV,1.0,70761600,0001473727
AMKVZRLT1BNJ8,A2O5324OEFHB24,1.0,1036800,0001473727
AMKVZRLT1BNJ8,AQWHKPI0OPKCJ,1.0,70156800,0001473727
AMKVZRLT1BNJ8,A1NLFG9FFV4WTV,1.0,70761600,0001473727
AMKVZRLT1BNJ8,AVL5UOMC6OFR5,1.0,38534400,0001473727
AMKVZRLT1BNJ8,AEM3C9EIS05DV,1.0,71798400,0001473727
A2TD6WU041ZR78,A2O5324OEFHB24,1.0,16243200,0001473727
A2TD6WU041ZR78,AMKVZRLT1BNJ8,1.0,15206400,0001473727
A2TD6WU041ZR78,AQWHKPI0OPKCJ,1.0,85363200,0001473727
A2TD6WU041ZR78,A1NLFG9FFV4WTV,1.0,85968000,0001473727
A2TD6WU041ZR78,AVL5UOMC6OFR5,1.0,53740800,0001473727
A2TD6WU041ZR78,AEM3C9EIS05DV,1.0,87004800,0001473727
AQWHKPI0OPKCJ,A1NLFG9FFV4WTV,0.01,604800,0001473727
AQWHKPI0OPKCJ,AEM3C9EIS05DV,0.01,1641600,0001473727
A1NLFG9FFV4WTV,AEM3C9EIS05DV,0.01,1036800,0001473727
AVL5UOMC6OFR5,AQWHKPI0OPKCJ,0.01,31622400,0001473727
AVL5UOMC6OFR5,A1NLFG9FFV4WTV,0.01,32227200,0001473727
AVL5UOMC6OFR5,AEM3C9EIS05DV,0.01,33264000,0001473727
