A10000012B7CGYKOMPQ4L,A1BM81XB4QHOA3,0.01,34387200,000100039X
A10000012B7CGYKOMPQ4L,A3V1MKC2BVWY48,0.01,35164800,000100039X
A10000012B7CGYKOMPQ4L,A29TRDMK51GKZR,0.01,27820800,000100039X
A10000012B7CGYKOMPQ4L,A3FI0744PG1WYG,0.01,35337600,000100039X
A10000012B7CGYKOMPQ4L,A2LBBQHYLEHM7P,0.01,24192000,000100039X
A10000012B7CGYKOMPQ4L,A2KU9IU07LOJS1,0.01,29289600,000100039X
A10000012B7CGYKOMPQ4L,A2WVHIRDMLM82E,0.01,39312000,000100039X
A10000012B7CGYKOMPQ4L,A19N3FCQCLJYUA,0.01,3283200,000100039X
A10000012B7CGYKOMPQ4L,A5E9TSD20U9PR,0.01,21859200,000100039X
A10000012B7CGYKOMPQ4L,AUTNO7VDY4H4A,0.01,15811200,000100039X
A10000012B7CGYKOMPQ4L,A3SK701OIJM1YX,0.01,34128000,000100039X
A10000012B7CGYKOMPQ4L,A3Q4Q7XFEM5UHL,0.01,22550400,000100039X
A10000012B7CGYKOMPQ4L,A2RC16D2R9LXGW,0.01,35078400,000100039X
A10000012B7CGYKOMPQ4L,A24JRVJFYYXKPS,0.01,27388800,000100039X
A10000012B7CGYKOMPQ4L,A2M7R6TNMH5YZN,0.01,31622400,000100039X
A10000012B7CGYKOMPQ4L,A13C50JF143I83,0.01,41126400,000100039X
A10000012B7CGYKOMPQ4L,A3NPACKJFKAZIE,0.01,47433600,000100039X
A10000012B7CGYKOMPQ4L,A3BHSR8LON67NA,0.01,25142400,000100039X
A10000012B7CGYKOMPQ4L,AWAWNWH21F94N,0.01,20476800,000100039X
A10000012B7CGYKOMPQ4L,AW1Z7GYIBWB4K,0.01,4924800,000100039X
A10000012B7CGYKOMPQ4L,A3QZI8VT0VWUEX,0.01,39139200,000100039X
A10000012B7CGYKOMPQ4L,A12W8NRSYR593I,0.01,3542400,000100039X
A10000012B7CGYKOMPQ4L,A38AAPXSJN4C5G,0.01,45014400,000100039X
A10000012B7CGYKOMPQ4L,AA6C78DHRK962,0.01,86400,000100039X
A10000012B7CGYKOMPQ4L,A263JC385S09O8,0.01,22550400,000100039X
A10000012B7CGYKOMPQ4L,A2TBX999AZ6Z7U,0.01,18316800,000100039X
A10000012B7CGYKOMPQ4L,A308E1C7MU3462,0.01,9504000,000100039X
A10000012B7CGYKOMPQ4L,A2BQZRA2P81BQG,0.01,32918400,000100039X
A10000012B7CGYKOMPQ4L,A1DQYPYI53ABM,0.01,36547200,000100039X
A10000012B7CGYKOMPQ4L,A19VIL7MNAWHAA,0.01,18576000,000100039X
A10000012B7CGYKOMPQ4L,AIHEMBMETF74K,0.01,5875200,000100039X
A10000012B7CGYKOMPQ4L,A1T9MNWGNBWGUT,0.01,36460800,000100039X
A10000012B7CGYKOMPQ4L,A9WX8DK93SN5,0.01,30067200,000100039X
A10000012B7CGYKOMPQ4L,A34IJ03LO5KT1W,0.01,17366400,000100039X
A10000012B7CGYKOMPQ4L,A329BKRM2USZ8T,0.01,18230400,000100039X
A10000012B7CGYKOMPQ4L,AFJZ0YVB4XMCE,0.01,10195200,000100039X
A10000012B7CGYKOMPQ4L,AAFLZI7MX9UIG,0.01,25488000,000100039X
A10000012B7CGYKOMPQ4L,A1JBOMEZBH80JU,0.01,30326400,000100039X
A10000012B7CGYKOMPQ4L,A2DFYTW62P25Z,0.01,47088000,000100039X
A10000012B7CGYKOMPQ4L,ASW9FWXSGKV2C,0.01,38707200,000100039X
A10000012B7CGYKOMPQ4L,A3Q5B6YEMGK4HI,0.01,41212800,000100039X
A10000012B7CGYKOMPQ4L,A4KYR93C6D5AI,0.01,31536000,000100039X
A10000012B7CGYKOMPQ4L,AO3IVXXU3T4R3,0.01,345600,000100039X
A10000012B7CGYKOMPQ4L,ANWMXAZZR2J0A,0.01,12009600,000100039X
A10000012B7CGYKOMPQ4L,A2OKG8UA0G4OXS,0.01,1209600,000100039X
A10000012B7CGYKOMPQ4L,AJ2CPKQKCR1TD,0.01,34214400,000100039X
A10000012B7CGYKOMPQ4L,ASRUZVEEKHJ2X,0.01,5011200,000100039X
A10000012B7CGYKOMPQ4L,A2OOKC2JGGDH3J,0.01,14774400,000100039X
A10000012B7CGYKOMPQ4L,AJM9SYHZQ0JPW,0.01,28080000,000100039X
A10000012B7CGYKOMPQ4L,A14A2VLURI8DGP,0.01,5702400,000100039X
A10000012B7CGYKOMPQ4L,AD6E4Y092Y4KP,0.01,36720000,000100039X
A10000012B7CGYKOMPQ4L,AKNSIRKVFVF8T,0.01,21340800,000100039X
A10000012B7CGYKOMPQ4L,A2KF83ZHI268GI,0.01,45964800,000100039X
A10000012B7CGYKOMPQ4L,A21X7PJN5UNVQ3,0.01,33523200,000100039X
A10000012B7CGYKOMPQ4L,AJ9HEBNNZWX21,0.01,6480000,000100039X
A10000012B7CGYKOMPQ4L,A3CQ6DAU7A8F5Y,0.01,29289600,000100039X
A10000012B7CGYKOMPQ4L,A2RLUYANW8X4LR,0.01,26179200,000100039X
A10000012B7CGYKOMPQ4L,A1DW9QEARBGRFO,0.01,13651200,000100039X
A10000012B7CGYKOMPQ4L,A25TCHF9QJDYHC,0.01,40176000,000100039X
A10000012B7CGYKOMPQ4L,A2JFG0J3E30JP7,0.01,27993600,000100039X
A10000012B7CGYKOMPQ4L,AM4MO8W58U45D,0.01,8899200,000100039X
A10000012B7CGYKOMPQ4L,A3B3IB8CRSNCG0,0.01,31190400,000100039X
A10000012B7CGYKOMPQ4L,A1GCZVXU1F4F3S,0.01,13305600,000100039X
A10000012B7CGYKOMPQ4L,A1V0XL4QZDKM9G,0.01,16502400,000100039X
A10000012B7CGYKOMPQ4L,AH4G78YGM7K7T,0.01,32486400,000100039X
A10000012B7CGYKOMPQ4L,AQYCHSK4B7VNV,0.01,17280000,000100039X
A2S166WSCFIFP5,A10000012B7CGYKOMPQ4L,0.01,284515200,000100039X
A2S166WSCFIFP5,A1BM81XB4QHOA3,0.01,318902400,000100039X
A2S166WSCFIFP5,A1MOSTXNIO5MPJ,0.01,245980800,000100039X
A2S166WSCFIFP5,A3V1MKC2BVWY48,0.01,319680000,000100039X
A2S166WSCFIFP5,A12387207U8U24,0.01,135561600,000100039X
A2S166WSCFIFP5,A29TRDMK51GKZR,0.01,312336000,000100039X
A2S166WSCFIFP5,A3FI0744PG1WYG,0.01,319852800,000100039X
A2S166WSCFIFP5,A2LBBQHYLEHM7P,0.01,308707200,000100039X
A2S166WSCFIFP5,A1340OFLZBW5NG,0.01,160876800,000100039X
A2S166WSCFIFP5,A2KU9IU07LOJS1,0.01,313804800,000100039X
A2S166WSCFIFP5,A2WVHIRDMLM82E,0.01,323827200,000100039X
A2S166WSCFIFP5,A19N3FCQCLJYUA,0.01,287798400,000100039X
A2S166WSCFIFP5,A3FFNE1DR5SI1W,0.01,269654400,000100039X
A2S166WSCFIFP5,A1TT4CY55WLHAR,0.01,271296000,000100039X
A2S166WSCFIFP5,A2X4HE21JTAL98,0.01,60998400,000100039X
A2S166WSCFIFP5,ARDQ9KNB8K22N,0.01,258163200,000100039X
A2S166WSCFIFP5,A5E9TSD20U9PR,0.01,306374400,000100039X
A2S166WSCFIFP5,A1KQ80Y692CDOI,0.01,134956800,000100039X
A2S166WSCFIFP5,AUTNO7VDY4H4A,0.01,300326400,000100039X
A2S166WSCFIFP5,AF7CSSGV93RXN,0.01,260409600,000100039X
A2S166WSCFIFP5,A3L6UC8985ORUY,0.01,25660800,000100039X
A2S166WSCFIFP5,A3SK701OIJM1YX,0.01,318643200,000100039X
A2S166WSCFIFP5,A3Q4Q7XFEM5UHL,0.01,307065600,000100039X
A2S166WSCFIFP5,A2RC16D2R9LXGW,0.01,319593600,000100039X
A2S166WSCFIFP5,A24JRVJFYYXKPS,0.01,311904000,000100039X
A2S166WSCFIFP5,A3H65DAAV98C8F,0.01,144028800,000100039X
A2S166WSCFIFP5,A2PH70X2FVDDGH,0.01,138499200,000100039X
A2S166WSCFIFP5,A2M7R6TNMH5YZN,0.01,316137600,000100039X
A2S166WSCFIFP5,A13C50JF143I83,0.01,325641600,000100039X
A2S166WSCFIFP5,A1L5IG1LKN6NED,0.01,31017600,000100039X
A2S166WSCFIFP5,A133S8CUIVRFKN,0.01,135648000,000100039X
A2S166WSCFIFP5,A3NPACKJFKAZIE,0.01,331948800,000100039X
A2S166WSCFIFP5,A3BHSR8LON67NA,0.01,309657600,000100039X
A2S166WSCFIFP5,A1JP8MMNY1EACY,0.01,257558400,000100039X
A2S166WSCFIFP5,A3IS4WGMFR4X65,0.01,185500800,000100039X
A2S166WSCFIFP5,A2NADOABAA13VC,0.01,267321600,000100039X
A2S166WSCFIFP5,A3FU86AVLGG2SW,0.01,263433600,000100039X
A2S166WSCFIFP5,AWLFVCT9128JV,0.01,65750400,000100039X
A2S166WSCFIFP5,AWAWNWH21F94N,0.01,304992000,000100039X
A2S166WSCFIFP5,A33CNFK776MTWR,0.01,190512000,000100039X
A2S166WSCFIFP5,A1MCAHDE1F3Q6L,0.01,171244800,000100039X
A2S166WSCFIFP5,A2QZFUQ8ME1KYS,0.01,230428800,000100039X
A2S166WSCFIFP5,AW1Z7GYIBWB4K,0.01,289440000,000100039X
A2S166WSCFIFP5,AMRZ5G7HF7I03,0.01,188352000,000100039X
A2S166WSCFIFP5,A3QZI8VT0VWUEX,0.01,323654400,000100039X
A2S166WSCFIFP5,AI9CMLQWH9KRP,0.01,114912000,000100039X
A2S166WSCFIFP5,A2NHD7LUXVGTD3,0.01,273628800,000100039X
A2S166WSCFIFP5,ADS5APY1NKTL4,0.01,226195200,000100039X
A2S166WSCFIFP5,A12W8NRSYR593I,0.01,288057600,000100039X
A2S166WSCFIFP5,A3A0ZK5GTHSCUV,0.01,227664000,000100039X
A2S166WSCFIFP5,A38AAPXSJN4C5G,0.01,329529600,000100039X
A2S166WSCFIFP5,AA6C78DHRK962,0.01,284601600,000100039X
A2S166WSCFIFP5,A263JC385S09O8,0.01,307065600,000100039X
A2S166WSCFIFP5,AFY0BT42DDYZV,0.01,149126400,000100039X
A2S166WSCFIFP5,A2TBX999AZ6Z7U,0.01,302832000,000100039X
A2S166WSCFIFP5,A308E1C7MU3462,0.01,294019200,000100039X
A2S166WSCFIFP5,AAEP8YFERQ8FC,0.01,125193600,000100039X
A2S166WSCFIFP5,A2BQZRA2P81BQG,0.01,317433600,000100039X
A2S166WSCFIFP5,A1DQYPYI53ABM,0.01,321062400,000100039X
A2S166WSCFIFP5,A19VIL7MNAWHAA,0.01,303091200,000100039X
A2S166WSCFIFP5,AIHEMBMETF74K,0.01,290390400,000100039X
A2S166WSCFIFP5,A2ZB1G1KUE6OS6,0.01,170208000,000100039X
A2S166WSCFIFP5,A1T9MNWGNBWGUT,0.01,320976000,000100039X
A2S166WSCFIFP5,A3UJJGY799F76I,0.01,16761600,000100039X
A2S166WSCFIFP5,A9WX8DK93SN5,0.01,314582400,000100039X
A2S166WSCFIFP5,A34IJ03LO5KT1W,0.01,301881600,000100039X
A2S166WSCFIFP5,A1IJVXGQJ7P1G1,0.01,158371200,000100039X
A2S166WSCFIFP5,A2YCL7EHAUYM2L,0.01,188870400,000100039X
A2S166WSCFIFP5,A329BKRM2USZ8T,0.01,302745600,000100039X
A2S166WSCFIFP5,AFJZ0YVB4XMCE,0.01,294710400,000100039X
A2S166WSCFIFP5,A3OK8G6FAEFYCN,0.01,254793600,000100039X
A2S166WSCFIFP5,A1Q0EKDQGNLVNU,0.01,186019200,000100039X
A2S166WSCFIFP5,A2OP1HD9RGX5OW,0.01,105753600,000100039X
A2S166WSCFIFP5,A3NU1LBH7RPFHV,0.01,161395200,000100039X
A2S166WSCFIFP5,ABFOAYZA2UHD3,0.01,36288000,000100039X
A2S166WSCFIFP5,A1XU2UXCTFC9WY,0.01,227232000,000100039X
A2S166WSCFIFP5,A2X6GEC6LCDN4S,0.01,14688000,000100039X
A2S166WSCFIFP5,AAFLZI7MX9UIG,0.01,310003200,000100039X
A2S166WSCFIFP5,A1FQPOYRBTTK1,0.01,164764800,000100039X
A2S166WSCFIFP5,A1JBOMEZBH80JU,0.01,314841600,000100039X
A2S166WSCFIFP5,A2DFYTW62P25Z,0.01,331603200,000100039X
A2S166WSCFIFP5,A2MPRPCAQLTR3L,0.01,239587200,000100039X
A2S166WSCFIFP5,ATAPOART4QGVO,0.01,112320000,000100039X
A2S166WSCFIFP5,ADT39C7GOEAWW,0.01,241488000,000100039X
A2S166WSCFIFP5,ASW9FWXSGKV2C,0.01,323222400,000100039X
A2S166WSCFIFP5,AGKPTMTR3UX1R,0.01,104976000,000100039X
A2S166WSCFIFP5,A1HS49P9TZRGV9,0.01,24278400,000100039X
A2S166WSCFIFP5,A3Q5B6YEMGK4HI,0.01,325728000,000100039X
A2S166WSCFIFP5,A2W4TXYV1M7FQ4,0.01,228614400,000100039X
A2S166WSCFIFP5,AYZLXLVMJGTJV,0.01,209174400,000100039X
A2S166WSCFIFP5,AG74166FELW9U,0.01,127785600,000100039X
A2S166WSCFIFP5,A2W53LAQBPR831,0.01,271814400,000100039X
A2S166WSCFIFP5,A2ZZHMT58ZMVCZ,0.01,66355200,000100039X
A2S166WSCFIFP5,A5K32C2QZN3WL,0.01,29548800,000100039X
A2S166WSCFIFP5,A1VSHT4FFP768T,0.01,208483200,000100039X
A2S166WSCFIFP5,A4KYR93C6D5AI,0.01,316051200,000100039X
A2S166WSCFIFP5,AQDD7PB1Z8ND,0.01,260150400,000100039X
A2S166WSCFIFP5,A157UENZPTI1TD,0.01,284256000,000100039X
A2S166WSCFIFP5,A3HLNFF21USD1K,0.01,148608000,000100039X
A2S166WSCFIFP5,A1P5UBFPQ48OWN,0.01,244771200,000100039X
A2S166WSCFIFP5,AACNFH28C1ZHB,0.01,41212800,000100039X
A2S166WSCFIFP5,AO3IVXXU3T4R3,0.01,284860800,000100039X
A2S166WSCFIFP5,ANWMXAZZR2J0A,0.01,296524800,000100039X
A2S166WSCFIFP5,A2I0AOWKGCU6M1,0.01,255657600,000100039X
A2S166WSCFIFP5,A2OKG8UA0G4OXS,0.01,285724800,000100039X
A2S166WSCFIFP5,AJ2CPKQKCR1TD,0.01,318729600,000100039X
A2S166WSCFIFP5,ASRUZVEEKHJ2X,0.01,289526400,000100039X
A2S166WSCFIFP5,A1M0B476UIVAXS,0.01,12182400,000100039X
A2S166WSCFIFP5,AS5ERWDSXRDNX,0.01,156729600,000100039X
A2S166WSCFIFP5,APHX2A37KDRAH,0.01,243475200,000100039X
A2S166WSCFIFP5,A13H59BY7S1D73,0.01,268790400,000100039X
A2S166WSCFIFP5,ANTGGAQYPSWHF,0.01,20390400,000100039X
A2S166WSCFIFP5,A3AW2ZG0GP4SKN,0.01,116726400,000100039X
A2S166WSCFIFP5,A2OOKC2JGGDH3J,0.01,299289600,000100039X
A2S166WSCFIFP5,A2GFJQAHE9KK4D,0.01,91584000,000100039X
A2S166WSCFIFP5,A3JVEZEL9C2DM5,0.01,167011200,000100039X
