A3RDS0DJ5EJGA7,ANZGC4YCEQC6W,0.5,1365984000,1390089600,B0002E3830
A3RDS0DJ5EJGA7,A1MVH1WLYDHZ49,0.5,1365984000,1382832000,B0002E3830
A1MVH1WLYDHZ49,ANZGC4YCEQC6W,0.01,1382832000,1390089600,B0002E3830
A1LS2UXHG1BYRG,A3RDS0DJ5EJGA7,0.01,1359158400,1365984000,B0002E3830
A1LS2UXHG1BYRG,ANZGC4YCEQC6W,0.01,1359158400,1390089600,B0002E3830
A1LS2UXHG1BYRG,A1MVH1WLYDHZ49,0.01,1359158400,1382832000,B0002E3830
A1F5HMIDLSR3EF,A3RDS0DJ5EJGA7,0.01,1294444800,1365984000,B0002E3830
A1F5HMIDLSR3EF,ANZGC4YCEQC6W,0.01,1294444800,1390089600,B0002E3830
A1F5HMIDLSR3EF,A1MVH1WLYDHZ49,0.01,1294444800,1382832000,B0002E3830
A1F5HMIDLSR3EF,A1LS2UXHG1BYRG,0.01,1294444800,1359158400,B0002E3830
A1F5HMIDLSR3EF,A1HTV2563HTSQV,0.01,1294444800,1334966400,B0002E3830
A1HTV2563HTSQV,A3RDS0DJ5EJGA7,0.7,1334966400,1365984000,B0002E3830
A1HTV2563HTSQV,ANZGC4YCEQC6W,0.7,1334966400,1390089600,B0002E3830
A1HTV2563HTSQV,A1MVH1WLYDHZ49,0.7,1334966400,1382832000,B0002E3830
A1HTV2563HTSQV,A1LS2UXHG1BYRG,0.7,1334966400,1359158400,B0002E3830
