A14VAT5EAX3D9S,A2IBPI20UZIR0U,0.9285714285714286,1363392000,1393545600,1384719342
A14VAT5EAX3D9S,A195EZSQDW3E21,0.9285714285714286,1363392000,1377648000,1384719342
A14VAT5EAX3D9S,A2C00NNG1ZQQG2,0.9285714285714286,1363392000,1392336000,1384719342
A14VAT5EAX3D9S,A94QU4C90B1AX,0.9285714285714286,1363392000,1392940800,1384719342
A195EZSQDW3E21,A2IBPI20UZIR0U,0.7,1377648000,1393545600,1384719342
A195EZSQDW3E21,A2C00NNG1ZQQG2,0.7,1377648000,1392336000,1384719342
A195EZSQDW3E21,A94QU4C90B1AX,0.7,1377648000,1392940800,1384719342
A2C00NNG1ZQQG2,A2IBPI20UZIR0U,0.01,1392336000,1393545600,1384719342
A2C00NNG1ZQQG2,A94QU4C90B1AX,0.01,1392336000,1392940800,1384719342
A94QU4C90B1AX,A2IBPI20UZIR0U,0.01,1392940800,1393545600,1384719342
